NGenes	Direction	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
EIF2S1	198	Down	0.673689904550482	0.780687712920264	0.700721639419097	-0.686720062337471	-1	0.814060111146464
HNRNPU	195	Up	0.690028626049706	0.794945259250246	1.03863521285565	-0.990975652808225	-1	1.11895914754735
TRA2A	197	Up	0.696814405860299	0.798095569502784	0.805000718717154	-0.692749620568454	-1	0.851968975989795
EIF4A3	188	Down	0.714331405601268	0.813429404066184	1.04846571387021	-1.1110979135491	-1	1.01627856722991
SF3B4	189	Up	0.729591965773423	0.8260322830883	1.00793783764572	-0.996271147222616	-1	0.904095115480334
GPKOW	196	Down	0.746694358358647	0.840564506266591	0.936399504863163	-0.913287137214314	-1	0.76306124473901
BOP1	190	Up	0.762330765419174	0.849463332108496	1.05811338660072	1.24444988953534	1	0.810050576763792
RAVER1	190	Down	0.76322339991474	0.849463332108496	0.872874229161345	-0.825712168399744	-1	0.667988699765364
PPIL4	193	Down	0.769253433617289	0.851364755183179	1.113361350379	-0.912905276312783	-1	0.840719341544914
DHX30	197	Down	0.786653921170754	0.851488035552959	0.941144889742467	-0.798623340647475	-1	0.709814153179183
CCAR1	190	Down	0.786094778481782	0.851488035552959	0.800488603715046	-0.925681928342505	-1	0.603517391693783
PUF60	178	Down	0.7787044093506	0.851488035552959	1.27145880657956	-0.913029361751296	-1	0.95943896999324
CELF1	189	Up	0.785774997098137	0.851488035552959	0.871268804769866	-0.766685434946901	-1	0.657007401716841
YBX3	188	Down	0.801094528360659	0.859243648571034	1.3537585234871	-1.07844947335936	-1	0.963935978871848
IGF2BP2	193	Down	0.802542291051118	0.859243648571034	0.764113301273741	-0.833341883526833	-1	0.543460584229656
TRIM56	195	Up	0.807098985498869	0.859451352125822	1.13266848549266	-1.06104146278061	-1	0.804990033962358
CKAP4	195	Up	0.812321309197853	0.860361816731059	1.01752954888976	-0.949705601939266	-1	0.717951141149666
PKM	186	Down	0.821850252575267	0.865799463942928	1.12194349890555	0.752396591982579	1	0.758543530875068
DAZAP1	190	Up	0.835738667414994	0.875747433408265	1.27471545572819	1.48045459635417	1	0.79357198863208
RCC2	190	Down	0.843601026314889	0.878132070014894	0.961136611925051	-0.927839748709006	-1	0.585717221256994
SERBP1	181	Up	0.846929407628578	0.878132070014894	0.88734052974099	-0.827799791463167	-1	0.540636217272244
MSI2	193	Down	0.875938774348572	0.903455175637009	0.850452332543604	-0.817614308406007	-1	0.40445016172862
TIA1	196	Up	0.886475904184189	0.909561214188986	0.901579634659934	-0.800950624777916	-1	0.400304339339895
EIF2S2	185	Down	0.907431150273776	0.925744617195179	0.748007768928762	-0.702450788457773	-1	0.26986423296002
IGF2BP3	191	Up	0.911646983430786	0.925744617195179	0.975868425892069	-1.04050765899662	-1	0.352506134688324
EIF3D	185	Down	0.938981376389482	0.948611954608861	1.18852644190478	-1.12221941206201	-1	0.293307802969437
STIP1	190	Down	0.988184936450626	0.993226696330476	0.955947265837009	-0.73000646491398	-1	0.0291119557916972
DDX6	187	Down	0.999666853644754	0.999666853644754	0.911608838568967	-1.02038733674718	-1	0
